     1     1     1     0     4
         1  -0.22723977E-01
         2   0.86725453E-01
         3   0.96255239E-01
         4  -0.10000000E+01
     2     1     1     0     4
         1  -0.21634037E-01
         2   0.92715683E-01
         3   0.90766320E-01
         4  -0.10000000E+01
     3     1     1     0     4
         1  -0.19390069E-01
         2   0.10767091E+00
         3   0.73032565E-01
         4  -0.10000000E+01
     4     1     1     0     4
         1  -0.13392024E-01
         2   0.12368791E+00
         3   0.42716606E-01
         4  -0.10000000E+01
     5     1     1     0     4
         1  -0.17480885E-02
         2   0.12929128E+00
         3  -0.24154963E-01
         4  -0.10000000E+01
     6     1     1     0     0
     7     1     1     0     4
         1  -0.11110771E-01
         2   0.10044226E+00
         3  -0.84206040E-01
         4  -0.10000000E+01
     8     1     1     0     4
         1  -0.71458926E-02
         2   0.93542758E-01
         3  -0.92203269E-01
         4  -0.10000000E+01
     9     1     1     0     4
         1  -0.33496474E-02
         2   0.89352063E-01
         3  -0.96476644E-01
         4  -0.10000000E+01
    10     1     1     0     4
         1   0.11470996E-01
         2   0.74453215E-01
         3  -0.10783269E+00
         4  -0.10000000E+01
    11     1     1     0     4
         1  -0.24345304E-01
         2   0.77785539E-01
         3   0.10324471E+00
         4  -0.10000000E+01
    12     1     1     0     4
         1  -0.26209267E-01
         2   0.83603347E-01
         3   0.98113755E-01
         4  -0.10000000E+01
    13     1     1     0     4
         1  -0.33981265E-01
         2   0.92465333E-01
         3   0.87167598E-01
         4  -0.10000000E+01
    14     1     1     0     4
         1  -0.56731496E-01
         2   0.10609242E+00
         3   0.53185422E-01
         4  -0.10000000E+01
    15     1     1     0     4
         1  -0.64934928E-01
         2   0.11407037E+00
         3   0.86115566E-02
         4  -0.10000000E+01
    16     1     1     0     4
         1  -0.20040694E-01
         2   0.10616668E+00
         3  -0.75031730E-01
         4  -0.10000000E+01
    17     1     1     0     4
         1  -0.93222281E-02
         2   0.94959235E-01
         3  -0.90546088E-01
         4  -0.10000000E+01
    18     1     1     0     4
         1  -0.43118306E-02
         2   0.86941587E-01
         3  -0.98617051E-01
         4  -0.10000000E+01
    19     1     1     0     4
         1  -0.14542499E-02
         2   0.80009448E-01
         3  -0.10439889E+00
         4  -0.10000000E+01
    20     1     1     0     4
         1   0.26720508E-01
         2   0.64753429E-01
         3  -0.11133626E+00
         4  -0.10000000E+01
    21     1     1     0     4
         1  -0.32276061E-01
         2   0.64314292E-01
         3   0.11011213E+00
         4  -0.10000000E+01
    22     1     1     0     4
         1  -0.36757279E-01
         2   0.69839787E-01
         3   0.10523336E+00
         4  -0.10000000E+01
    23     1     1     0     4
         1  -0.43780207E-01
         2   0.79926186E-01
         3   0.94857010E-01
         4  -0.10000000E+01
    24     1     1     0     4
         1  -0.58360671E-01
         2   0.10081151E+00
         3   0.61105031E-01
         4  -0.10000000E+01
    25     1     1     0     4
         1  -0.68863720E-01
         2   0.11145238E+00
         3   0.11785938E-01
         4  -0.10000000E+01
    26     1     1     0     4
         1  -0.45991309E-01
         2   0.10219914E+00
         3  -0.68868640E-01
         4  -0.10000000E+01
    27     1     1     0     4
         1  -0.21402015E-01
         2   0.84919027E-01
         3  -0.98150226E-01
         4  -0.10000000E+01
    28     1     1     0     4
         1  -0.10283748E-01
         2   0.76640869E-01
         3  -0.10641041E+00
         4  -0.10000000E+01
    29     1     1     0     4
         1  -0.23993921E-02
         2   0.72423586E-01
         3  -0.10978079E+00
         4  -0.10000000E+01
    30     1     1     0     4
         1   0.30096736E-01
         2   0.50773373E-01
         3  -0.11755427E+00
         4  -0.10000000E+01
    31     1     1     0     4
         1  -0.40882842E-01
         2   0.46814487E-01
         3   0.11592994E+00
         4  -0.10000000E+01
    32     1     1     0     4
         1  -0.40910649E-01
         2   0.56368542E-01
         3   0.11158701E+00
         4  -0.10000000E+01
    33     1     1     0     4
         1  -0.45598048E-01
         2   0.68507245E-01
         3   0.10261739E+00
         4  -0.10000000E+01
    34     1     1     0     4
         1  -0.63019537E-01
         2   0.91654613E-01
         3   0.70219114E-01
         4  -0.10000000E+01
    35     1     1     0     4
         1  -0.81751337E-01
         2   0.10290728E+00
         3   0.54373039E-02
         4  -0.10000000E+01
    36     1     1     0     4
         1  -0.67294821E-01
         2   0.85598150E-01
         3  -0.73804593E-01
         4  -0.10000000E+01
    37     1     1     0     4
         1  -0.33615279E-01
         2   0.72431964E-01
         3  -0.10452932E+00
         4  -0.10000000E+01
    38     1     1     0     4
         1  -0.14613977E-01
         2   0.66288734E-01
         3  -0.11267204E+00
         4  -0.10000000E+01
    39     1     1     0     4
         1   0.83733948E-03
         2   0.49466541E-01
         3  -0.12188156E+00
         4  -0.10000000E+01
    40     1     1     0     4
         1   0.25577027E-01
         2   0.38957845E-01
         3  -0.12300755E+00
         4  -0.10000000E+01
    41     1     1     0     4
         1  -0.44564082E-01
         2   0.28819201E-01
         3   0.12035884E+00
         4  -0.10000000E+01
    42     1     1     0     4
         1  -0.45549449E-01
         2   0.32510843E-01
         3   0.11904221E+00
         4  -0.10000000E+01
    43     1     1     0     4
         1  -0.48915688E-01
         2   0.43413390E-01
         3   0.11412838E+00
         4  -0.10000000E+01
    44     1     1     0     4
         1  -0.90710283E-01
         2   0.39569388E-01
         3   0.86652537E-01
         4  -0.10000000E+01
    45     1     1     0     4
         1  -0.12701211E+00
         2   0.34138230E-01
         3   0.22934030E-02
         4  -0.10000000E+01
    46     1     1     0     4
         1  -0.97859863E-01
         2   0.26597621E-01
         3  -0.83778088E-01
         4  -0.10000000E+01
    47     1     1     0     4
         1  -0.56580172E-01
         2   0.32426265E-01
         3  -0.11423649E+00
         4  -0.10000000E+01
    48     1     1     0     4
         1  -0.17026753E-01
         2   0.33453741E-01
         3  -0.12607018E+00
         4  -0.10000000E+01
    49     1     1     0     4
         1  -0.90253643E-03
         2   0.20114684E-01
         3  -0.12998977E+00
         4  -0.10000000E+01
    50     1     1     0     4
         1   0.10080307E-01
         2   0.28526555E-01
         3  -0.12801319E+00
         4  -0.10000000E+01
    51     1     1     0     4
         1  -0.45375050E-01
         2  -0.38451123E-02
         3   0.12340613E+00
         4  -0.10000000E+01
    52     1     1     0     4
         1  -0.47689141E-01
         2  -0.97063791E-02
         3   0.12220592E+00
         4  -0.10000000E+01
    53     1     1     0     4
         1  -0.54195773E-01
         2  -0.19460742E-01
         3   0.11826602E+00
         4  -0.10000000E+01
    54     1     1     0     4
         1  -0.98652354E-01
         2  -0.55215154E-01
         3   0.67243989E-01
         4  -0.10000000E+01
    55     1     1     0     4
         1  -0.11972930E+00
         2  -0.54467715E-01
         3   0.95799515E-03
         4  -0.10000000E+01
    56     1     1     0     4
         1  -0.98252460E-01
         2  -0.41610493E-01
         3  -0.76927077E-01
         4  -0.10000000E+01
    57     1     1     0     4
         1  -0.63100602E-01
         2  -0.32560717E-01
         3  -0.11072880E+00
         4  -0.10000000E+01
    58     1     1     0     4
         1  -0.13743130E-01
         2  -0.24924795E-01
         3  -0.12842366E+00
         4  -0.10000000E+01
    59     1     1     0     4
         1  -0.35353416E-02
         2  -0.17795848E-01
         3  -0.13028263E+00
         4  -0.10000000E+01
    60     1     1     0     4
         1   0.34522980E-02
         2  -0.69520093E-02
         3  -0.13131072E+00
         4  -0.10000000E+01
    61     1     1     0     4
         1  -0.41013566E-01
         2  -0.39360059E-01
