     1     1     1     0       8.713586    F    F
     2     1     1     0      39.433608    F    F
     3     1     1     0      15.297464    F    F
     4     1     1     0      12.320131    F    F
     5     1     1     0      11.872200    F    F
     6     1     1     0      12.451139    F    F
     7     1     1     0      13.128428    F    F
     8     1     1     0       9.650599    F    F
     9     1     1     0       3.223085    F    F
    10     1     1     0       9.288021    F    F
    11     1     1     0       8.299465    F    F
    12     1     1     0      11.244746    F    F
    13     1     1     0       4.914861    F    F
    14     1     1     0      12.940778    F    F
    15     1     1     0       8.617387    F    F
    16     1     1     0       8.932625    F    F
    17     1     1     0       8.144312    F    F
    18     1     1     0      10.058695    F    F
    19     1     1     0       4.138514    F    F
    20     1     1     0      12.326600    F    F
    21     1     1     0      26.520750    F    F
    22     1     1     0       9.528018    F    F
    23     1     1     0      12.179641    F    F
    24     1     1     0       6.979796    F    F
    25     1     1     0       3.363317    F    F
    26     1     1     0       7.562306    F    F
    27     1     1     0      14.285771    F    F
    28     1     1     0      10.214574    F    F
    29     1     1     0      10.619586    F    F
    30     1     1     0      20.083186    F    F
    31     1     1     0       5.347861    F    F
    32     1     1     0      14.556757    F    F
    33     1     1     0      13.983389    F    F
    34     1     1     0      35.171615    F    F
    35     1     1     0      18.655862    F    F
    36     1     1     0      17.897447    F    F
    37     1     1     0      17.994585    F    F
    38     1     1     0      18.872034    F    F
    39     1     1     0       7.905380    F    F
    40     1     1     0       7.834492    F    F
    41     1     1     0      29.245707    F    F
    42     1     1     0      12.944199    F    F
    43     1     1     0      10.989303    F    F
    44     1     1     0      13.317225    F    F
    45     1     1     0      35.756504    F    F
    46     1     1     0       4.283814    F    F
    47     1     1     0      18.070496    F    F
    48     1     1     0      12.601031    F    F
    49     1     1     0       9.845563    F    F
    50     1     1     0      11.423890    F    F
    51     1     1     0      11.491197    F    F
    52     1     1     0      48.661537    F    F
    53     1     1     0       9.040584    F    F
    54     1     1     0       5.472383    F    F
    55     1     1     0       9.400298    F    F
    56     1     1     0      16.482510    F    F
    57     1     1     0      14.175450    F    F
    58     1     1     0      17.750397    F    F
    59     1     1     0       9.360305    F    F
    60     1     1     0      11.963042    F    F
    61     1     1     0      10.589096    F    F
    62     1     1     0      12.275732    F    F
    63     1     1     0      11.555672    F    F
    64     1     1     0       8.806394    F    F
    65     1     1     0      12.735979    F    F
    66     1     1     0      20.180003    F    F
    67     1     1     0      18.223158    F    F
    68     1     1     0       7.264440    F    F
    69     1     1     0      10.567433    F    F
    70     1     1     0       9.067078    F    F
    71     1     1     0       8.954503    F    F
    72     1     1     0      21.659940    F    F
    73     1     1     0       9.613237    F    F
    74     1     1     0       4.498142    F    F
    75     1     1     0       9.812110    F    F
    76     1     1     0       9.134465    F    F
    77     1     1     0      14.715620    F    F
    78     1     1     0      10.100781    F    F
    79     1     1     0       9.136753    F    F
    80     1     1     0      32.058424    F    F
    81     1     1     0       4.406881    F    F
    82     1     1     0      10.630231    F    F
    83     1     1     0      17.628806    F    F
    84     1     1     0      16.380703    F    F
    85     1     1     0      22.710296    F    F
    86     1     1     0       9.027799    F    F
    87     1     1     0      12.681428    F    F
    88     1     1     0       8.248288    F    F
    89     1     1     0       5.127631    F    F
    90     1     1     0       8.970045    F    F
    91     1     1     0      33.188082    F    F
    92     2     1     0      43.874319    F    F
    93     2     1     0      20.662563    F    F
    94     2     1     0       4.737941    F    F
    95     2     1     0      52.553467    F    F
    96     2     1     0       9.079322    F    F
    97     2     1     0       4.956940    F    F
    98     2     1     0      51.792432    F    F
    99     2     1     0      11.204044    F    F
   100     2     1     0      10.181361    F    F
   101     2     1     0       9.091018    F    F
   102     2     1     0      14.879065    F    F
   103     2     1     0       7.026753    F    F
   104     2     1     0      14.424740    F    F
   105     2     1     0      41.488683    F    F
   106     2     1     0       3.063373    F    F
