        2026
           1           1           1           0   8.92599964      0.100000001    
           2           1           1           0   39.1599998      0.100000001    
           3           1           1           0   10.9270000      0.100000001    
           4           1           1           0   12.3889999      0.100000001    
           5           1           1           0   11.5179996      0.100000001    
           6           1           1           0   12.4010000      0.100000001    
           7           1           1           0   13.0279999      0.100000001    
           8           1           1           0   9.28299999      0.100000001    
           9           1           1           0   4.44999981      0.100000001    
          10           1           1           0   9.43799973      0.100000001    
          11           1           1           0   8.15299988      0.100000001    
          12           1           1           0   11.0979996      0.100000001    
          13           1           1           0   4.19199991      0.100000001    
          14           1           1           0   13.1680002      0.100000001    
          15           1           1           0   8.52600002      0.100000001    
          16           1           1           0   9.36900043      0.100000001    
          17           1           1           0   8.72099972      0.100000001    
          18           1           1           0   9.95800018      0.100000001    
          19           1           1           0   5.48799992      0.100000001    
          20           1           1           0   12.0649996      0.100000001    
          21           1           1           0   26.6450005      0.100000001    
          22           1           1           0   10.0609999      0.100000001    
          23           1           1           0   12.7449999      0.100000001    
          24           1           1           0   7.17000008      0.100000001    
          25           1           1           0   4.57399988      0.100000001    
          26           1           1           0   8.12399960      0.100000001    
          27           1           1           0   14.2959995      0.100000001    
          28           1           1           0   10.1429996      0.100000001    
          29           1           1           0   11.0909996      0.100000001    
          30           1           1           0   19.8880005      0.100000001    
          31           1           1           0   5.37300014      0.100000001    
          32           1           1           0   14.5830002      0.100000001    
          33           1           1           0   14.1770000      0.100000001    
          34           1           1           0   35.9500008      0.100000001    
          35           1           1           0   18.3799992      0.100000001    
          36           1           1           0   17.8880005      0.100000001    
          37           1           1           0   18.1819992      0.100000001    
          38           1           1           0   17.9230003      0.100000001    
          39           1           1           0   8.23600006      0.100000001    
          40           1           1           0   7.84000015      0.100000001    
          41           1           1           0   28.9209995      0.100000001    
          42           1           1           0   13.5159998      0.100000001    
          43           1           1           0   11.4090004      0.100000001    
          44           1           1           0   13.3500004      0.100000001    
          45           1           1           0   37.0489998      0.100000001    
          46           1           1           0   4.38999987      0.100000001    
          47           1           1           0   17.9860001      0.100000001    
          48           1           1           0   12.5150003      0.100000001    
          49           1           1           0   9.84500027      0.100000001    
          50           1           1           0   11.1110001      0.100000001    
          51           1           1           0   11.4879999      0.100000001    
          52           1           1           0   47.8450012      0.100000001    
          53           1           1           0   9.78600025      0.100000001    
          54           1           1           0   5.58599997      0.100000001    
          55           1           1           0   9.11100006      0.100000001    
          56           1           1           0   16.6539993      0.100000001    
          57           1           1           0   14.2469997      0.100000001    
          58           1           1           0   17.8859997      0.100000001    
          59           1           1           0   8.70800018      0.100000001    
          60           1           1           0   12.2060003      0.100000001    
          61           1           1           0   10.8280001      0.100000001    
          62           1           1           0   12.1370001      0.100000001    
          63           1           1           0   13.0179996      0.100000001    
          64           1           1           0   11.6169996      0.100000001    
          65           1           1           0   11.7189999      0.100000001    
          66           1           1           0   19.9279995      0.100000001    
          67           1           1           0   18.4780006      0.100000001    
          68           1           1           0   7.40700006      0.100000001    
          69           1           1           0   10.8859997      0.100000001    
          70           1           1           0   9.14799976      0.100000001    
          71           1           1           0   8.35799980      0.100000001    
          72           1           1           0   20.3369999      0.100000001    
          73           1           1           0   9.55799961      0.100000001    
          74           1           1           0   4.90000010      0.100000001    
          75           1           1           0   9.52999973      0.100000001    
          76           1           1           0   8.91199970      0.100000001    
          77           1           1           0   14.6339998      0.100000001    
          78           1           1           0   10.6409998      0.100000001    
          79           1           1           0   8.80799961      0.100000001    
          80           1           1           0   32.3849983      0.100000001    
          81           1           1           0   12.3389997      0.100000001    
          82           1           1           0   10.6969995      0.100000001    
          83           1           1           0   13.5089998      0.100000001    
          84           1           1           0   13.7469997      0.100000001    
          85           1           1           0   23.1399994      0.100000001    
          86           1           1           0   9.13000011      0.100000001    
          87           1           1           0   12.7040005      0.100000001    
          88           1           1           0   7.38899994      0.100000001    
          89           1           1           0   4.74300003      0.100000001    
          90           1           1           0   8.83300018      0.100000001    
          91           1           1           0   33.3899994      0.100000001    
          92           2           1           0   42.5299988      0.100000001    
          93           2           1           0   16.1389999      0.100000001    
          94           2           1           0   4.80200005      0.100000001    
          95           2           1           0   52.3559990      0.100000001    
          96           2           1           0   9.27799988      0.100000001    
          97           2           1           0   4.93599987      0.100000001    
          98           2           1           0   52.0229988      0.100000001    
          99           2           1           0   11.3109999      0.100000001    
         100           2           1           0   10.7189999      0.100000001    
         101           2           1           0   9.05799961      0.100000001    
         102           2           1           0   14.8549995      0.100000001    
         103           2           1           0   6.92000008      0.100000001    
         104           2           1           0   13.9940004      0.100000001    
         105           2           1           0   41.1689987      0.100000001    
         106           2           1           0   3.83400011      0.100000001    
         107           2           1           0   41.1269989      0.100000001    
         108           2           1           0   6.98099995      0.100000001    
         109           2           1           0   15.0640001      0.100000001    
         110           2           1           0   44.0649986      0.100000001    
         111           2           1           0   26.9090004      0.100000001    
         112           2           1           0   20.6380005      0.100000001    
         113           2           1           0   29.7500000      0.100000001    
         114           2           1           0   8.98200035      0.100000001    
         115           2           1           0   35.4959984      0.100000001    
         116           2           1           0   28.6149998      0.100000001    
         117           2           1           0   6.71199989      0.100000001    
         118           2           1           0   7.73899984      0.100000001    
         119           2           1           0   6.61800003      0.100000001    
         120           2           1           0   21.9340000      0.100000001    
         121           2           1           0   38.6780014      0.100000001    
         122           2           1           0   14.8900003      0.100000001    
         123           2           1           0   9.35799980      0.100000001    
         124           2           1           0   7.99399996      0.100000001    
         125           2           1           0   7.20900011      0.100000001    
         126           2           1           0   7.02199984      0.100000001    
         127           2           1           0   4.83900023      0.100000001    
         128           2           1           0   12.7279997      0.100000001    
         129           2           1           0   9.46199989      0.100000001    
         130           2           1           0   21.7989998      0.100000001    
         131           2           1           0   22.9920006      0.100000001    
         132           2           1           0   13.5749998      0.100000001    
         133           2           1           0   20.1280003      0.100000001    
         134           2           1           0   15.9219999      0.100000001    
         135           2           1           0   11.7370005      0.100000001    
         136           2           1           0   8.85200024      0.100000001    
         137           2           1           0   10.8669996      0.100000001    
         138           2           1           0   7.37699986      0.100000001    
         139           2           1           0   9.03600025      0.100000001    
         140           2           1           0   18.3090000      0.100000001    
         141           2           1           0   21.6849995      0.100000001    
         142           2           1           0   9.93000031      0.100000001    
         143           2           1           0   11.2910004      0.100000001    
         144           2           1           0   18.0869999      0.100000001    
         145           2           1           0   15.3839998      0.100000001    
         146           2           1           0   4.50199986      0.100000001    
         147           2           1           0   8.02299976      0.100000001    
         148           2           1           0   16.6639996      0.100000001    
         149           2           1           0   9.66399956      0.100000001    
         150           2           1           0   14.3149996      0.100000001    
