     1     1     1     0      13.778179    F    F
     2     1     1     0      14.059078    F    F
     3     1     1     0      14.317375    F    F
     4     1     1     0      14.534107    F    F
     5     1     1     0      14.887867    F    F
     6     1     1     0      15.172427    F    F
     7     1     1     0      15.507728    F    F
     8     1     1     0      15.866303    F    F
     9     1     1     0      16.152943    F    F
    10     1     1     0      16.432472    F    F
    11     1     1     0      16.731214    F    F
    12     1     1     0      16.984335    F    F
    13     1     1     0      17.250479    F    F
    14     1     1     0      17.516454    F    F
    15     1     1     0      17.809858    F    F
    16     1     1     0      18.115770    F    F
    17     1     1     0      18.440972    F    F
    18     1     1     0      18.734505    F    F
    19     1     1     0      19.095391    F    F
    20     1     1     0      19.352213    F    F
    21     1     1     0      19.541816    F    F
    22     1     1     0      19.766723    F    F
    23     1     1     0      19.993092    F    F
    24     1     1     0      20.322639    F    F
    25     1     1     0      20.504372    F    F
    26     2     1     0      13.568523    F    F
    27     2     1     0      13.701080    F    F
    28     2     1     0      13.830321    F    F
    29     2     1     0      13.952470    F    F
    30     2     1     0      14.192229    F    F
    31     2     1     0      14.355449    F    F
    32     2     1     0      14.594737    F    F
    33     2     1     0      14.838020    F    F
    34     2     1     0      15.062448    F    F
    35     2     1     0      15.288108    F    F
    36     2     1     0      15.539970    F    F
    37     2     1     0      15.875470    F    F
    38     2     1     0      16.119073    F    F
    39     2     1     0      16.353349    F    F
    40     2     1     0      16.535126    F    F
    41     2     1     0      16.858933    F    F
    42     2     1     0      17.079300    F    F
    43     2     1     0      17.290112    F    F
    44     2     1     0      17.508223    F    F
    45     2     1     0      17.754369    F    F
    46     2     1     0      18.019338    F    F
    47     2     1     0      18.112531    F    F
    48     2     1     0      18.322206    F    F
    49     2     1     0      18.459886    F    F
    50     2     1     0      18.609301    F    F
    51     2     1     0      18.789378    F    F
    52     2     1     0      19.017397    F    F
    53     2     1     0      19.144868    F    F
    54     2     1     0      14.127379    F    F
    55     2     1     0      14.471085    F    F
