           1 -0.239367187    
           1 -0.267354935    
           1 -0.266442955    
           1  -7.02725127E-02
           1 -0.355878383    
           1  -7.57367462E-02
           1 -0.308444947    
           1  -4.92833629E-02
           1   3.57764065E-02
           1 -0.193816006    
           1  -3.20923328E-02
           0   0.00000000    
           1   8.24638736E-03
           1  -9.20493007E-02
           1  -3.35090794E-03
           1  -5.80911599E-02
           1  0.169589147    
           1 -0.300851882    
           1  -8.38574171E-02
           1 -0.364746362    
           1  0.131800741    
           1 -0.291540921    
           1 -0.384219378    
           1 -0.275207549    
           1   6.06895685E-02
           1 -0.126772463    
           1 -0.214291543    
           1 -0.387534618    
           1 -0.152694747    
           1  0.162878677    
           1  -9.52584296E-02
           1 -0.426222205    
           1  0.198635250    
           1 -0.262744308    
           1  -4.79160547E-02
           1 -0.290169060    
           1 -0.156127825    
           1 -0.447598368    
           1 -0.139881060    
           1   8.12556595E-02
           1 -0.920722187    
           1 -0.411701024    
           1 -0.253124982    
           1 -0.349961430    
           1 -0.653107643    
           1   3.74121405E-02
           1 -0.535099626    
           1 -0.626575530    
           1 -0.106088571    
           1 -0.221848547    
           1 -0.113665536    
           0   0.00000000    
           1  -2.11949591E-02
           1 -0.201533645    
           1 -0.150411338    
           1 -0.349924117    
           1 -0.453339547    
           1 -0.237909511    
           1 -0.124128118    
           1 -0.399188340    
           1  -6.79505095E-02
           1  0.530929804    
           1   8.06679130E-02
           1  0.106114917    
           1   6.84540719E-03
           1 -0.260752708    
           1  -1.07645643    
           1 -0.480580270    
           1 -0.247458145    
           1 -0.270415127    
           1   3.35252471E-02
           1 -0.763218701    
           1  -8.48977119E-02
           1  0.122717924    
           1 -0.273064196    
           1 -0.180762097    
           1 -0.332995296    
           1 -0.310331941    
           1 -0.121342570    
           1 -0.274361849    
           1   2.74828300E-02
           0   0.00000000    
           1 -0.367927909    
           1 -0.183675215    
           1 -0.790668964    
           1 -0.170851961    
           1 -0.530900359    
           1   6.25427589E-02
           1  0.250214815    
           0   0.00000000    
           1 -0.648281395    
           1   7.21255243E-02
           1 -0.171026498    
           1  0.157183051    
           1 -0.563614666    
           1  0.133860528    
           1  0.135591611    
           0   0.00000000    
           1  -4.27279994E-02
           1   7.26795346E-02
           1  0.157719925    
           1  0.451595306    
           1  0.214560419    
           1 -0.216951191    
           1  0.515056551    
           1   8.94319937E-02
           1  -9.13602039E-02
           1  0.153159007    
           1   9.27308500E-02
           1 -0.303894997    
           1 -0.473195165    
           1 -0.101360902    
           1 -0.182883903    
           1  -3.54914293E-02
           1   1.08946459E-02
           1  0.190598994    
           1  0.270686358    
           1   8.08936954E-02
           1  0.292994499    
           1 -0.195728868    
           1 -0.423550040    
           1  0.362057537    
           1   9.80887711E-02
           1  0.259211212    
           1  0.149695680    
           1  0.227784753    
           1  0.204775319    
           1  0.196085170    
           1   3.48321199E-02
           1 -0.542968631    
           1   1.26437601E-02
           1  -8.30112621E-02
           1 -0.260702550    
           1  0.182500198    
           1  0.178434923    
           1  0.217368484    
           1  -3.67506146E-02
           1  0.248554617    
           1   8.48576277E-02
           1   7.52760470E-02
           1   2.69137360E-02
           1  0.129852474    
           1   2.23122723E-02
           1   1.36622218E-02
           1  0.394923955    
           1   4.03525159E-02
           1  0.310763210    
           1  0.260580033    
           1  0.269924819    
           1  -3.26652005E-02
           1 -0.504364192    
           1  0.135002449    
           1   3.27442884E-02
           1  0.308831900    
           1   3.88854649E-03
           1  -2.19018348E-02
