           1 -0.276528358      0.201095149    
           1 -0.320415497      0.201095149    
           1 -0.211895943      0.201095149    
           1 -0.377528191      0.201095149    
           1 -0.648220062      0.201095149    
           1 -0.459636688      0.201095149    
           1 -0.941875458      0.201095149    
           1   7.37237930E-02  0.201095149    
           1  0.756071568      0.201095149    
           1 -0.316534996      0.201095149    
           1  0.113491058      0.201095149    
           0  -100.000000       1.00000000    
           1  0.858820438      0.201095149    
           1  0.262565613      0.201095149    
           1 -0.134616852      0.201095149    
           1 -0.281351089      0.201095149    
           1  0.508354187      0.201095149    
           1 -0.405097008      0.201095149    
           1   8.98046494E-02  0.201095149    
           1 -0.453116417      0.201095149    
           1  0.741641998      0.201095149    
           1 -0.176447868      0.201095149    
           1 -0.361973763      0.201095149    
           1 -0.271081448      0.201095149    
           1  0.458818913      0.201095149    
           1   2.29601860E-02  0.201095149    
           1 -0.813014984      0.201095149    
           1 -0.560643196      0.201095149    
           1 -0.178620338      0.201095149    
           1   8.05912018E-02  0.201095149    
           1  0.322136879      0.201095149    
           1 -0.674270630      0.201095149    
           1  0.481222153      0.201095149    
           1  0.542171478      0.201095149    
           1   2.12802887E-02  0.201095149    
           1  -4.38728333E-02  0.201095149    
           1 -0.264486313      0.201095149    
           1 -0.991271973      0.201095149    
           1  -8.61473083E-02  0.201095149    
           1 -0.435041428      0.201095149    
           1 -0.738973618      0.201095149    
           1 -0.400909424      0.201095149    
           1  0.196330070      0.201095149    
           1 -0.345777512      0.201095149    
           1 -0.118000031      0.201095149    
           1  0.206713200      0.201095149    
           1 -0.676895142      0.201095149    
           1 -0.587584496      0.201095149    
           1  -5.84259033E-02  0.201095149    
           1 -0.628423691      0.201095149    
           1  0.137079239      0.201095149    
           0  -100.000000       1.00000000    
           1 -0.342242241      0.201095149    
           1  -4.06093597E-02  0.201095149    
           1 -0.578980446      0.201095149    
           1 -0.563875198      0.201095149    
           1 -0.293205261      0.201095149    
           1 -0.352939606      0.201095149    
           1 -0.261425018      0.201095149    
           1 -0.148114204      0.201095149    
           1 -0.276920319      0.201095149    
           1  0.747695923      0.201095149    
           1 -0.478272438      0.201095149    
           1   1.03545666      0.201095149    
           1 -0.451280594      0.201095149    
           1 -0.770944595      0.201095149    
           1  -1.24566460      0.201095149    
           1  0.407323360      0.201095149    
           1   9.68675613E-02  0.201095149    
           1 -0.262831688      0.201095149    
           1 -0.712617874      0.201095149    
           1  -1.33875847      0.201095149    
           1  0.631898880      0.201095149    
           1  0.276584625      0.201095149    
           1 -0.404147148      0.201095149    
           1 -0.408439636      0.201095149    
           1 -0.949527740      0.201095149    
           1   2.39582062E-02  0.201095149    
           1 -0.245571136      0.201095149    
           1   2.54631042E-02  0.201095149    
           1  0.425166607      0.201095149    
           0  -100.000000       1.00000000    
           1 -0.222602844      0.201095149    
           1 -0.228404999      0.201095149    
           1  -9.66815948E-02  0.201095149    
           1  0.210621834      0.201095149    
           1 -0.651563644      0.201095149    
           1   3.33786011E-05  0.201095149    
           1  0.321633816      0.201095149    
           0  -100.000000       1.00000000    
           1 -0.337287903      0.201095149    
           1 -0.546512604      0.201095149    
           1  0.177795410      0.201095149    
           1   3.65982056E-02  0.201095149    
           1 -0.188606262      0.201095149    
           1  0.210340500      0.201095149    
           1  -8.40220451E-02  0.201095149    
           0  -100.000000       1.00000000    
           1 -0.270401955      0.201095149    
           1  0.414848328      0.201095149    
           1  0.113906860      0.201095149    
           1  0.804544449      0.201095149    
           1  0.334730148      0.201095149    
           1 -0.325242043      0.201095149    
           1   1.63333511      0.201095149    
           1  0.476132393      0.201095149    
           1 -0.302883148      0.201095149    
           1   2.66852379E-02  0.201095149    
           1   4.92410660E-02  0.201095149    
           1  -1.04103088      0.201095149    
           1  0.568042755      0.201095149    
           1  -6.89125061E-02  0.201095149    
           1 -0.421588898      0.201095149    
           1  -5.54676056E-02  0.201095149    
           1  -7.05299377E-02  0.201095149    
           1  0.772003174      0.201095149    
           1  0.139844894      0.201095149    
           1 -0.137129307      0.201095149    
           1  0.739708900      0.201095149    
           1  0.218170166      0.201095149    
           1  -1.24971008      0.201095149    
           1  0.651193619      0.201095149    
           1   5.70840836E-02  0.201095149    
           1   9.05761719E-02  0.201095149    
           1  0.261663914      0.201095149    
           1  0.763814926      0.201095149    
           1  0.372606754      0.201095149    
           1  0.273203850      0.201095149    
           1  -5.70011139E-02  0.201095149    
           1   7.23266602E-03  0.201095149    
           1   9.53750610E-02  0.201095149    
           1 -0.671323776      0.201095149    
           1 -0.898324966      0.201095149    
           1  0.273788452      0.201095149    
           1  0.259493828      0.201095149    
           1  0.433895111      0.201095149    
           1 -0.298986435      0.201095149    
           1 -0.242537975      0.201095149    
           1 -0.173860550      0.201095149    
           1 -0.191780090      0.201095149    
           1 -0.465541840      0.201095149    
           1  0.416598320      0.201095149    
           1  0.495734215      0.201095149    
           1 -0.795726776      0.201095149    
           1  0.696027756      0.201095149    
           1   4.60743904E-02  0.201095149    
           1  0.265663147      0.201095149    
